name,latitude,longitude,historic,tourism,amenity
Pomnik Małego Powstańca,52.2492766,21.0096187,memorial,attraction,Unknown
Łosiowa Dolina,54.2518433,18.1407805,Unknown,attraction,Unknown
lachtani,50.116017,14.4106499,Unknown,attraction,Unknown
Miejsce poległych żołnierzy,50.3327974,18.9283238,monument,Unknown,Unknown
Chełmno,52.1516985,18.7219907,monument,Unknown,Unknown
Znak graniczny Krzemieniec/Hraničný znak Kremenec/Потрійний стик Кременець,49.0879954,22.5657103,boundary_stone,attraction,Unknown
Pamätník francúzskych partizánov,49.1820082,18.86067,monument,Unknown,Unknown
Borsuk,49.7768018,20.9669766,Unknown,attraction,Unknown
Piramidy,49.7775727,20.9693468,Unknown,attraction,Unknown
Pustelnia,49.7776811,20.9704083,Unknown,attraction,Unknown
Rodný domek K.J. Erbena,50.4059477,15.6800634,Unknown,attraction,Unknown
Pomnik Ofiar Szybu Reden,50.0526537,18.4616081,monument,Unknown,Unknown
Dąb Wolności,53.4052889,23.4951117,monument,Unknown,Unknown
Pomnik Obrońców Wybrzeża,54.4067012,18.6669686,monument,attraction,Unknown
Wettin-Obelisk,50.9296967,14.0840244,Unknown,attraction,Unknown
Wigierska Kolej Wąskotorowa,54.0207132,22.9832084,building,attraction,Unknown
Święty Jan Nepomucen,53.2671448,19.8191395,monument,Unknown,Unknown
Gedächtnishain (Kriemhieldenstein),50.8500766,14.0440731,Unknown,attraction,Unknown
Rosengarten,50.8501264,14.0445583,Unknown,attraction,Unknown
Przełom Wisłoka,49.5182958,21.9318301,Unknown,attraction,Unknown
Иммануил Кант,54.706492,20.5128866,tomb,attraction,Unknown
Kolejka Parkowa,51.9923409,16.9820007,Unknown,attraction,Unknown
Bergkirche,51.544158,14.7198216,church,attraction,Unknown
Zabytkowy Młyn,51.5768997,19.2486265,Unknown,attraction,Unknown
Niebieskie Źródła,51.5107872,20.0244107,Unknown,attraction,Unknown
Posterunek Radiolokacyjny (pozostałości),52.97861,20.79944,ruins,attraction,Unknown
Kleiner Markgrafenstein,52.3193147,14.0354934,Unknown,attraction,Unknown
sv. Cyril a Metod,49.2504072,19.0320416,monument,Unknown,Unknown
Železnorudný důl Chrustenice,50.0045032,14.1650141,Unknown,attraction,Unknown
Juraj Jánošík,49.2542211,19.0377786,monument,Unknown,Unknown
Jaskinia Solna,51.2867047,22.2146719,Unknown,attraction,Unknown
Pomnik na Kirkucie,51.313625,21.9528075,monument,Unknown,Unknown
Pomnik Józefa Piłsudskiego,51.2482609,22.5589831,monument,Unknown,Unknown
Pomnik Unii Lubelskiej,51.2481487,22.5603244,monument,Unknown,Unknown
Bohaterom Walk Partyzanckich,51.3038945,22.091052,monument,Unknown,Unknown
Krzyż Milenijny,51.2574459,15.5615763,monument,Unknown,Unknown
Steinerner Tisch,52.3220498,14.0334512,Unknown,attraction,Unknown
Zahradní železnice,49.3392284,16.4822184,Unknown,attraction,Unknown
Zahnsborn,50.9109968,14.1854926,Unknown,attraction,kneipp_water_cure
Gautschgrotte,50.9765108,14.1057626,Unknown,attraction,Unknown
Gedenkstein Dorf Scheibe,51.4381163,14.3463949,memorial,attraction,Unknown
Fort Karola,50.4637624,16.3471339,ruins,attraction,Unknown
Zesłańcom Sybiru,51.1225277,17.0299254,monument,Unknown,Unknown
Brána Matky Boží,49.3947338,15.5871074,Unknown,attraction,Unknown
Polana i kaplica świętego Huberta,52.51428,19.81407,wayside_shrine,attraction,Unknown
Sosna Powstańców 1863 r.,52.3117724,20.5217366,Unknown,attraction,Unknown
Merktafel „Östlichster Punkt Deutschlands“,51.2730163,15.0411786,Unknown,attraction,Unknown
"""Alte Schule"" Wittgendorf",50.9430469,14.8387808,Unknown,attraction,Unknown
Milštejn,50.8113187,14.6329121,ruins,attraction,Unknown
Wieczna chwała żołnierzom,51.2113145,16.1884077,monument,Unknown,Unknown
Placatá skála,50.0309812,14.3169457,Unknown,attraction,Unknown
Wysoka Brama,53.7775791,20.4776632,monument,Unknown,Unknown
Hier lebte der sorbische Maler Heinrich Theodor Wehle in seiner Jugendzeit,51.3477192,14.6838656,Unknown,attraction,Unknown
Das Ohr,51.0053815,14.7841818,Unknown,attraction,Unknown
Die grosse Zahl,51.0057585,14.7843408,Unknown,attraction,Unknown
Die Einkehr,51.0070914,14.7824261,Unknown,attraction,Unknown
Eremit,51.0066428,14.7782365,Unknown,attraction,Unknown
Xylophon,51.005403,14.7759052,Unknown,attraction,Unknown
Das Buch,51.0083303,14.7704112,Unknown,attraction,Unknown
Die Gemeinschaft,51.008434,14.768629,Unknown,attraction,Unknown
Kamień Świętej Jadwigi,51.8253467,17.9468567,Unknown,attraction,Unknown
Stanowisko Archeologiczne,51.18568,18.7678,archaeological_site,attraction,Unknown
Zespół pięciu Kurhanów w Lesisku,51.3046766,18.8084505,archaeological_site,attraction,Unknown
Velká Cikánská jeskyně,50.7328666,14.5731231,Unknown,attraction,Unknown
Modlivý důl,50.7264094,14.6042385,wayside_shrine,attraction,Unknown
Průrva Ploučnice,50.6875207,14.7631903,Unknown,attraction,Unknown
Čertovy hlavy,50.4203454,14.4646137,Unknown,attraction,Unknown
Brütende Henne,50.8484097,14.7626678,Unknown,attraction,Unknown
Zigeunerstuben,50.8520133,14.68704,Unknown,attraction,Unknown
Slunečná brána,50.8095871,14.2570748,Unknown,attraction,Unknown
Гродна,53.6833095,23.8346268,Unknown,attraction,Unknown
ehem. Steinsägewerk und Lorenbahn,50.9506238,14.0140661,yes,attraction,Unknown
1200 гвардейцам,54.7112016,20.4902371,monument,Unknown,Unknown
Kletterfelsen,51.8154775,14.4359382,Unknown,attraction,Unknown
Monster Roller,51.8157777,14.4369136,Unknown,attraction,Unknown
Szyb Erbreich,50.0802027,18.4168455,Unknown,attraction,Unknown
Szrenica,50.7914786,15.5140644,Unknown,attraction,Unknown
Pomnik Polskiego Zwycięstwa nad Odrą,52.8548964,14.1573898,monument,Unknown,Unknown
Baszta,53.0151197,14.2833408,Unknown,attraction,Unknown
Wyrzutnie V3,53.8999438,14.438513,ruins,attraction,Unknown
Studnia Świętego Ottona,54.0113637,15.1119707,yes,attraction,Unknown
Kopiec Wyzwolenia,50.3911276,18.9306944,archaeological_site,attraction,Unknown
Dom Paulinka,52.076748,21.1009177,Unknown,attraction,Unknown
Pomnik przyrody,52.0406402,21.1784854,Unknown,attraction,Unknown
Pomnik przyrody,52.0558983,21.1443456,Unknown,attraction,Unknown
Pomnik przyrody,52.059033,21.1630678,Unknown,attraction,Unknown
Památník Terezín,50.5140334,14.166389,memorial,attraction,Unknown
Dum tvaru vceliho ulu,50.9603046,15.2645374,Unknown,attraction,Unknown
Pomnik Braterstwa Broni Żołnierzy Polskich i Radzieckich,53.4162878,14.518487,monument,Unknown,Unknown
Varhany,50.7704736,14.6563986,Unknown,attraction,Unknown
Zamek w Dębnie,49.9641376,20.7154579,castle,attraction,Unknown
Michał Grocholski murder site,51.7613985,22.8661765,monument,Unknown,Unknown
Grodzisko wczesnosredniowieczne,49.98614,21.00483,Unknown,attraction,Unknown
Osada wczesnośredniowieczna,49.98831,21.00331,Unknown,attraction,Unknown
Pomnik Sandora Petofiego,50.01108,20.98085,monument,Unknown,Unknown
Pomnik Adama Mickiewicza,50.0122521,20.9866364,monument,Unknown,Unknown
Pomnik Nieznanego Żołnierza,50.0136155,20.9858009,monument,Unknown,Unknown
Pomnik Jana Pawła II,50.0129874,20.9874526,monument,Unknown,Unknown
Pomnik Gen. Bema,50.0133482,20.9903336,monument,Unknown,Unknown
Pomnik I Transportu Więźniów do KL Auschwitz,50.0139128,20.9918008,monument,Unknown,Unknown
Pomnik W. Witosa,50.0124947,20.9931279,monument,Unknown,Unknown
Pomnik Ofiar Stalinizmu,50.0136126,20.9927701,monument,Unknown,Unknown
Muzeum misyjne,53.4858515,18.6704755,Unknown,attraction,Unknown
Schron bojowy Przedmościa Bydgoskiego (2 CKM),53.1787576,17.8627904,ruins,attraction,Unknown
Schron obserwacyjny Przedmościa Bydgoskiego,53.180598,17.8566214,ruins,attraction,Unknown
Schron bojowy Przedmościa Bydgoskiego (2 CKM),53.1823951,17.8582303,ruins,attraction,Unknown
Schron bojowy Przedmościa Bydgoskiego (1 CKM),53.1795876,17.8574027,ruins,attraction,Unknown
Schron bojowy Przedmościa Bydgoskiego (2 CKM),53.1811804,17.8567337,ruins,attraction,Unknown
WSG,53.1279427,17.9947059,Unknown,attraction,ferry_terminal
Dworzec Autobusowy,53.1213241,18.0185814,Unknown,attraction,ferry_terminal
Teufelswaschbecken,51.1211454,14.5109802,Unknown,attraction,Unknown
Osada sredniowieczna,53.35188,18.42561,Unknown,attraction,Unknown
Serca,53.35025,18.42932,monument,Unknown,Unknown
Studna,49.7312873,17.3003169,monument,Unknown,Unknown
След от снаряда на ферме моста,54.7063635,20.4891634,Unknown,attraction,Unknown
Родина-Мать,54.717229,20.5016202,monument,Unknown,Unknown
Памятный знак в виде верстового столба к 750-летию города от Санкт-Петербурга,54.7185233,20.4939488,Unknown,attraction,Unknown
"№ 5, Нафтуся",49.2224507,23.3727341,Unknown,attraction,Unknown
"№15 ""Залізиста""",49.2268613,23.3392714,Unknown,attraction,Unknown
№ 357 гліцеринова,49.2269169,23.3385647,Unknown,attraction,Unknown
"№ 18с, Нафтуся",49.2304678,23.3574528,Unknown,attraction,Unknown
№ 1,49.233871,23.3362324,Unknown,attraction,Unknown
"№13, iron water",49.236698,23.3429249,Unknown,attraction,Unknown
"№ 2c, типу Боржомі",49.223694,23.3533701,Unknown,attraction,Unknown
Teufelsfuß,51.1220029,14.5026004,Unknown,attraction,Unknown
Balzerovo ležení,50.8633026,14.4058876,Unknown,attraction,Unknown
Tesaná cesta,50.8465229,14.4068041,Unknown,attraction,Unknown
Mathias-Otto-Eiche,50.8583564,14.1249803,Unknown,attraction,Unknown
Das graue Männchen,51.1150324,14.0220729,Unknown,attraction,Unknown
Jaskinia Radochowska,50.358885,16.8178031,Unknown,attraction,Unknown
Sousoší Nejsvětější Trojice,49.143664,15.0028036,monument,Unknown,Unknown
Radnice,50.2092754,15.8314427,Unknown,attraction,Unknown
Танк Т-34,54.7165151,20.5093845,monument,Unknown,Unknown
1000-jährige Löcknitzer Eiche,53.447385,14.2306842,Unknown,attraction,Unknown
Radio Relax,50.1369329,14.101402,Unknown,attraction,Unknown
Mühlstein,50.9392219,14.0061281,Unknown,attraction,Unknown
Grodzisko Będkowice - Skansen archeologiczny,50.8717969,16.7496084,archaeological_site,attraction,Unknown
Pomnik Powstańców Śląskich,50.2635811,19.0240203,monument,Unknown,Unknown
Stanisław Moniuszko,50.4438176,16.2438597,monument,Unknown,Unknown
Dawne Lotnisko Niemieckie,49.76083,21.63555,Unknown,attraction,Unknown
Diable Boisko,49.7645481,20.9320849,Unknown,attraction,Unknown
Kreuzgang,52.0910756,14.6524951,Unknown,attraction,Unknown
Papradnianska stavnica,49.2429595,18.395499,Unknown,attraction,Unknown
Pomnik ofiar niemieckich obozów pracy przymusowej,53.4026297,14.5274019,monument,Unknown,Unknown
Zum Kohlenmeiler,50.8774358,14.1159649,Unknown,attraction,Unknown
Japanische Gartenwelt,52.2533241,14.5808298,Unknown,attraction,Unknown
Čertův sloup,50.0643113,14.4191425,boundary_stone,attraction,Unknown
Sloup Nejsvětější Trojice,51.003336,14.4524696,monument,Unknown,Unknown
Poidło,50.2837856,23.3992426,Unknown,attraction,Unknown
Wieża spadochronowa,50.2462704,19.0077116,tower,attraction,Unknown
ledopád Křepelčí stěnka,50.9344161,14.4378727,Unknown,attraction,Unknown
Bobová dráha Harrachov,50.7787225,15.4163413,Unknown,attraction,Unknown
Morový sloup,49.731711,17.3003183,monument,Unknown,Unknown
Pomnik Trudu Górniczego,50.2449602,19.0410925,monument,Unknown,Unknown
Самолёт ИЛ-28,54.7684259,20.4477872,monument,Unknown,Unknown
Teufelsstein,52.0958473,14.5245524,Unknown,attraction,Unknown
Miltitzer Frosch,51.2497634,14.1778463,Unknown,attraction,Unknown
Dům Gustava Mahlera,49.3936101,15.5912169,Unknown,attraction,Unknown
Judenteich,52.0812266,14.6677327,Unknown,attraction,Unknown
Schimpke-Stein,52.0789156,14.6732044,Unknown,attraction,Unknown
Naturtränke,52.0792749,14.6713912,Unknown,attraction,Unknown
Orloj,49.5940313,17.2514247,Unknown,attraction,clock
Geldkeller,51.0946019,14.7023687,Unknown,attraction,Unknown
Jerzy Popiełuszko,50.3542017,18.9107181,monument,Unknown,Unknown
zvonička,50.2741692,14.3964476,Unknown,attraction,Unknown
Zesłańców Sybiru,53.7911477,20.4899149,monument,Unknown,Unknown
Groty Nagórzyckie,51.499241,19.9952309,Unknown,attraction,Unknown
Památný strom (jeřáb oskeruše),50.5028504,14.0074673,Unknown,attraction,Unknown
Brotstein,50.8573841,14.7396072,Unknown,attraction,Unknown
Krzyż milenijny,49.7313679,20.3537543,Unknown,attraction,Unknown
Przełęcz Marszałka Edwarda Rydza-Śmigłego,49.6808965,20.281371,Unknown,attraction,Unknown
Pomnik bohaterów bitwy pod Mokrą,50.9588414,18.9182199,monument,Unknown,Unknown
Hrad Skály,50.5715785,16.1401829,ruins,attraction,Unknown
Trzy Morgi Przystań,51.2516348,19.8924154,Unknown,attraction,Unknown
Żołnierzom 34PP,52.0323199,23.0989715,monument,Unknown,Unknown
Pomnik ofiarom terroru komunistycznego,50.3492542,18.9116012,monument,Unknown,Unknown
Sztolnia Czarna Górna,50.4359426,16.8734672,Unknown,attraction,Unknown
Posąg Żubra,51.5401838,20.1352445,memorial,attraction,Unknown
Tanzglockenspiel,51.1584751,14.9864027,Unknown,attraction,Unknown
Teufelsfenster,51.1189031,14.5179935,Unknown,attraction,Unknown
Rýzmburk,50.432924,16.0455479,ruins,attraction,Unknown
prehistoryczny kamieniołom,50.8918239,16.7242712,Unknown,attraction,Unknown
Kletterfelsen Kids,51.8153374,14.4356662,Unknown,attraction,Unknown
Mountainbike-Strecke,51.8159385,14.4384204,Unknown,attraction,Unknown
Adama Mickiewicza,50.4443684,16.8759017,monument,Unknown,Unknown
Mlynářův kříž,50.7930912,15.095224,monument,Unknown,Unknown
Pomnik Jana Pawła II,50.3609091,22.7423729,monument,Unknown,Unknown
Armata Dywizyjna ZiS-3,53.1377039,14.8865453,Unknown,attraction,Unknown
Armata Dywizyjna ZiS-3,53.1377155,14.8866777,Unknown,attraction,Unknown
Czołg IS-2,53.1374778,14.8866846,memorial,attraction,Unknown
Brama Bańska,53.1404206,14.8918671,Unknown,attraction,Unknown
Sztolnia Książęca,50.4335282,16.8696077,Unknown,attraction,Unknown
Kościół pod wezwaniem świętego Jana Chrzciciela,52.0103432,16.2921034,monument,Unknown,Unknown
Steintrog (ehm. Pferdetränke),50.9038419,14.0668339,Unknown,attraction,Unknown
Naturbühne Leupoldishain,50.9002038,14.0346246,Unknown,attraction,Unknown
Głaz Krajoznawców,53.3423648,14.6644846,Unknown,attraction,Unknown
Памятник Николаю Чудотворцу,54.7063649,20.5050814,monument,attraction,Unknown
Kursächsische Postmeilensäule,51.2213263,14.1333609,milestone,attraction,Unknown
Beczki Grohmana,51.7553675,19.4739108,yes,attraction,Unknown
Lietadlo Lisjunov Li-2,49.4004061,21.7001402,aircraft,attraction,Unknown
Karpatsko-duklianska operácia,49.3616382,21.593539,battlefield,attraction,Unknown
Bullwinkelbrunnen,51.5706664,14.3766352,Unknown,attraction,fountain
Szaniec Jezuicki,54.3363059,18.6321898,Unknown,attraction,Unknown
Императрице Елизавете I Петровне,54.6466512,19.8762757,monument,Unknown,Unknown
Pomnik Żołnierzy 42 Pułku Piechoty,53.1217662,23.1638858,monument,Unknown,Unknown
Żyrafa,51.1052072,17.0754498,Unknown,attraction,Unknown
Struś,51.1050185,17.075997,Unknown,attraction,Unknown
Zebra,51.1047863,17.0765214,Unknown,attraction,Unknown
Lew angolski,51.1046625,17.077168,Unknown,attraction,Unknown
Dzieciniec,51.1050109,17.0739946,Unknown,attraction,Unknown
Výpustek,49.2910864,16.7241434,Unknown,attraction,Unknown
Pałac Schlosserów,51.9694656,19.283013,Unknown,attraction,Unknown
Małopolski Bank Spółdzielczy,50.0330564,20.2164155,monument,Unknown,bank
1907 - zvonička,49.8142584,14.4355607,wayside_shrine,attraction,Unknown
Kursächsische Postmeilensäule,51.0494543,14.082867,milestone,attraction,Unknown
Wapienniki,50.4450259,16.8847266,Unknown,attraction,Unknown
Przedwojenna Latarnia,53.1534813,16.7252471,Unknown,attraction,Unknown
św. Nepomucen,50.423775,16.8247451,monument,Unknown,Unknown
Dąb Sobieskiego,50.129421,18.274016,heritage,attraction,Unknown
Groty Mechowskie,54.713563,18.2850399,Unknown,attraction,Unknown
Diabelski Kamień,54.727565,18.2103396,Unknown,attraction,Unknown
Pomnik Arki Bożka,50.0865285,18.2151927,monument,Unknown,Unknown
mlýnky na potůčku,50.0275354,17.2936125,Unknown,attraction,Unknown
Pozostałości wieży Bismarcka,50.2276084,19.1573514,memorial,attraction,Unknown
Brama Wjazdowa do pałacu w Wilanowie,52.1651066,21.0882945,Unknown,attraction,Unknown
Wurzelfichte,52.5860635,14.0652426,Unknown,attraction,Unknown
Pomnik Bohaterom Czerwonych Sztandarów,50.3257,19.1873507,monument,Unknown,Unknown
Kauko fontanas,54.8998674,23.9231652,Unknown,attraction,fountain
Janko-Mühle,51.1198241,14.4081562,Unknown,attraction,Unknown
Steinklunsen,50.967125,14.767681,Unknown,attraction,Unknown
Św. Jadwiga Śląska,50.4663256,16.8821118,monument,Unknown,Unknown
Oberförster Schrödter Denkmal,54.0509769,14.0148268,memorial,attraction,Unknown
Poległym ofiarom faszyzmu hitlerowskiego w latach 1939-1945,53.6947154,17.5671119,monument,Unknown,Unknown
Ostatni niedźwiedź,50.2211208,18.4050302,monument,Unknown,Unknown
hrobka rodiny Preidl,50.8015547,14.4153344,yes,attraction,Unknown
Pomnik Poległym w Obronie Ojczyzny,50.8060944,19.1128676,monument,Unknown,Unknown
TKt48-151,50.8091677,19.1204055,locomotive,attraction,Unknown
Židlo,49.9719621,18.1521808,Unknown,attraction,drinking_water
Pstruží farma v Bělé,49.9654638,18.1531618,Unknown,attraction,fast_food
Diabli Kamień (wierzchołek 2),49.6022787,21.3682531,Unknown,attraction,Unknown
Diabli Kamień (wierzchołek 1),49.6024129,21.3679426,Unknown,attraction,Unknown
Pomnik papieski,49.5713769,21.3718033,monument,Unknown,Unknown
Mi-2URN,52.181818,21.0665976,helicopter,attraction,Unknown
Mi-2T,52.1818486,21.0667759,helicopter,attraction,Unknown
Mi-2R,52.1818142,21.0666914,helicopter,attraction,Unknown
Jana Pawła II,53.7759626,15.7740709,monument,Unknown,Unknown
Statua Matki Boskiej Królowej Świata,53.9630718,15.7636248,monument,Unknown,Unknown
Letadlo,50.030981,18.0682366,yes,attraction,Unknown
Tank - památník osvobození 1945,50.0338383,18.0765965,memorial,attraction,Unknown
Kamień z tryzubem (herbem Ukrainy) i datą 1946,49.4735425,21.6193344,monument,Unknown,Unknown
Jaskinia Głęboka,50.5754929,19.5248532,Unknown,attraction,Unknown
Pomnik Marszałka Józefa Piłsudskiego,53.1324289,23.1617597,monument,Unknown,Unknown
Králky,49.3006924,17.7408452,Unknown,attraction,Unknown
Drábské světničky,50.5314918,15.0322264,ruins,attraction,Unknown
kolumna króla Zygmunta II Augusta,53.8438393,22.97894,monument,Unknown,Unknown
Mogiła zbiorowa 17 więźniów KL Auschwitz,50.1416836,18.3786528,memorial,attraction,Unknown
Ту-3811,52.6371942,23.6224185,locomotive,attraction,Unknown
altánek,50.8039354,14.4216097,Unknown,attraction,Unknown
Velké Tiské stěny,50.7862897,14.0344472,Unknown,attraction,Unknown
Eulenstein,51.2227792,14.0934861,Unknown,attraction,Unknown
Śpiący Słoń,53.6535932,21.4545581,Unknown,attraction,Unknown
Alter Brunnen,51.0694951,14.3810798,Unknown,attraction,Unknown
Dąb nad Mukrem,53.660261,21.3924502,Unknown,attraction,Unknown
Zakochana Para,53.6892771,21.4174378,Unknown,attraction,Unknown
Großvaterstuhl,51.0708218,14.3256863,memorial,attraction,Unknown
Pamätník a cintorín príslušníkov 1. československého armádneho zboru,49.4146725,21.6999797,monument,Unknown,Unknown
Stratený Budzogáň,49.1279402,18.6199956,Unknown,attraction,Unknown
KWK Rozbark - zakończenie wydobycia,50.3420392,18.9315796,monument,Unknown,Unknown
Święty Wojciech,52.5347914,17.6002182,monument,Unknown,Unknown
Grubenbahn,52.2569976,14.5762429,Unknown,attraction,Unknown
Pomnik Bolesława Chrobrego,52.5365085,17.5918354,monument,Unknown,Unknown
Čarodějnické procesy,49.9650538,16.9720523,Unknown,attraction,Unknown
Abenteuer-Kletterwald Zittauer Gebirge,50.881501,14.667905,Unknown,attraction,Unknown
Gminy Partnerskie,49.6098281,19.9525268,monument,Unknown,Unknown
Bojownikom o Wolność i Niepodległość Polski,49.6084116,19.9558771,monument,Unknown,Unknown
Pomnik Tadeusza Kościuszki,51.1459754,23.212724,monument,Unknown,Unknown
Klášter svaté Anežky české,49.7297975,17.3017088,monument,Unknown,Unknown
Pomnik Polski Morskiej,54.5192055,18.5456707,monument,Unknown,Unknown
Pomnik Josepha Conrada,54.5185379,18.5586337,monument,Unknown,Unknown
Svatý Ján - památný strom,49.6426147,17.2371156,monument,Unknown,Unknown
Kelchstein,50.8331097,14.7417008,Unknown,attraction,Unknown
Morový mariánský sloup,49.9650548,16.9705164,monument,Unknown,Unknown
Alpine Coaster,50.8275179,15.5233476,Unknown,attraction,Unknown
Augenwasserquelle,50.7723032,14.6011693,Unknown,attraction,Unknown
Fossiler Mammutbaumstubben,50.8988915,14.8065738,Unknown,attraction,Unknown
Ofiar II Wojny Światowej,52.5304801,17.600456,monument,Unknown,Unknown
Ludziom Morza,52.530896,17.6019376,monument,Unknown,Unknown
Aleksander Fredro,52.5335814,17.6014469,monument,Unknown,Unknown
Steine aus der Eiszeit,52.7686333,14.0744705,Unknown,attraction,Geologischer Lehrpfad
Jan Nepomucen,49.8210856,19.0426358,monument,Unknown,Unknown
Pomnik ks. Marcina Lutra,49.8225622,19.0411111,monument,Unknown,Unknown
Аусфальские ворота,54.7123356,20.4904637,city_gate,attraction,Unknown
Железнодорожные ворота,54.7101875,20.4904226,city_gate,attraction,Unknown
Sztolnia 300 złotych,50.643442,16.8304562,Unknown,attraction,Unknown
Güterwaggons,51.8137275,14.4337333,yes,attraction,Unknown
Pflugrücker,51.8145045,14.4339415,yes,attraction,Unknown
Wassermühle Worin e.V.,52.5220294,14.2749068,Unknown,attraction,Unknown
Památník obětem světových válek,50.2366838,15.6350514,monument,Unknown,Unknown
Jan Palach,49.508213,18.3721823,monument,Unknown,Unknown
John Lennon,49.5081461,18.3726916,monument,Unknown,Unknown
Pomnik Bolesława Chrobrego i Mieszka I,52.5333445,17.5842894,monument,Unknown,Unknown
Смотровая площадка начала20го века,54.7222347,20.5043109,Unknown,attraction,Unknown
Памятный знак землякам-космонавтам,54.7203839,20.4821707,monument,Unknown,Unknown
Heřmanický vodopád,50.8125298,14.7151761,Unknown,attraction,Unknown
Bečkovský vodopád,50.6308851,16.0165564,Unknown,attraction,Unknown
Rešovské vodopády,49.8816089,17.2098972,Unknown,attraction,Unknown
dělící vodní práh,49.4100458,17.7521461,Unknown,attraction,Unknown
Svatá studna,49.8770439,17.8606736,Unknown,attraction,drinking_water
Wysoki Kamień,50.8455032,15.4916137,Unknown,attraction,Unknown
Poutní kaple Ostré,50.5877563,14.3726848,Unknown,attraction,Unknown
Pomnik Solidarności,50.0712136,20.0370677,monument,Unknown,Unknown
Pomnik Krzyża Nowohuckiego,50.0792145,20.0353137,monument,Unknown,Unknown
Cis Henrykowski,51.1714718,15.2182957,Unknown,attraction,Unknown
Pomnik Solidarności,49.6176725,20.715726,monument,Unknown,Unknown
Sztolnia Robert,50.6457767,16.8278863,Unknown,attraction,Unknown
Sztolnia Ceglana,50.6458406,16.8310596,Unknown,attraction,Unknown
Sztolnia z Kominem,50.6462876,16.8298661,Unknown,attraction,Unknown
Ruiny groty,52.3728956,20.9159479,Unknown,attraction,Unknown
Łuk Triumfalny,52.3736747,20.9165857,Unknown,attraction,Unknown
Sztolnia Krótka,50.6460323,16.8317259,Unknown,attraction,Unknown
Sztolnia Studencka,50.6462378,16.8319467,Unknown,attraction,Unknown
Rybi Rynek,53.1228736,18.0027273,Unknown,attraction,ferry_terminal
Vápenná pec Jasiowka,49.6931577,18.667573,Unknown,attraction,Unknown
Pomnik Cesarza Franciszka Józefa I,49.7042081,18.6900024,monument,Unknown,Unknown
Piekiełko,50.27912,17.4439027,Unknown,attraction,Unknown
Mohyla Ivančena,49.5671437,18.4381206,monument,Unknown,Unknown
Czołg Zwycięski,52.3525209,14.6361584,tank,attraction,Unknown
Kurhan w Mieroszynie,54.8110174,18.3274106,tomb,attraction,Unknown
Großsteingrab Mürow,53.0634775,14.0326234,archaeological_site,attraction,Unknown
Das Gleichnis vom Senfkorn,51.0115475,14.7529861,Unknown,attraction,Unknown
Burgruine Schlosswall,53.0214099,14.0016193,castle,attraction,Unknown
zegar słoneczny,52.0414974,21.5322248,Unknown,attraction,Unknown
Тарасові Шевченку,49.5257044,23.9786841,monument,Unknown,Unknown
MiG-15,51.6172399,20.5855923,aircraft,attraction,Unknown
sv. Kryštof,49.5478825,17.243717,monument,Unknown,Unknown
památník Bitvy tří císařů,49.1412035,16.7939496,monument,Unknown,Unknown
Jaskinia Jasna,50.4277887,19.6756553,Unknown,attraction,Unknown
Jaskinia Biśnik,50.4264325,19.6652382,Unknown,attraction,Unknown
Jaskinia Psia,50.4265304,19.6657524,Unknown,attraction,Unknown
Pomnik św. Wojciecha,52.7999084,18.2623098,monument,Unknown,Unknown
Grobowce megalityczne,52.4092839,18.8755503,Unknown,attraction,Unknown
Rekreační Středisko Astrál (Pyramida Bohdalov),49.4680438,15.8635375,monument,Unknown,Unknown
Ufo,52.4003304,14.4739957,Unknown,attraction,Unknown
Wulkower Kräutergarten,52.4014495,14.4700502,Unknown,attraction,Unknown
Schwedenlöcher,50.9699919,14.0739933,Unknown,attraction,Unknown
Kahnfahrt Obere Schleuse,50.9100093,14.387409,Unknown,attraction,Unknown
Kuhstall,50.925672,14.2570405,Unknown,attraction,Unknown
Tank,49.5991782,17.2640071,monument,Unknown,Unknown
Pomnik Adama Mickiewicza,49.8150797,19.045462,monument,Unknown,Unknown
Naturdenkmal Pilzstein,52.362808,14.4319491,Unknown,attraction,Unknown
Näpfchenstein,52.3213302,14.4876736,Unknown,attraction,Unknown
"Naturdenkmal ""Die Kappe""",52.3615736,14.4296016,Unknown,attraction,Unknown
Naturdenkmal Näpfchenstein,52.365496,14.4259277,Unknown,attraction,Unknown
Kanzelstein,52.323974,14.4879028,Unknown,attraction,Unknown
Stary Dąb,52.3231487,20.80938,Unknown,attraction,Unknown
Großsteingrab Brüssow Hammelstall 1,53.378508,14.1113868,archaeological_site,attraction,Unknown
"Steinkiste ""Hammelstall""",53.3793876,14.1106005,archaeological_site,attraction,Unknown
Czołg T-34,49.5731902,22.2034336,tank,attraction,Unknown
Władysław Sebyła,50.9055719,18.938122,monument,Unknown,Unknown
Čertovy kameny,49.1344978,17.2178124,Unknown,attraction,Unknown
Schron obserwacyjny,52.2045255,21.2489731,Unknown,attraction,Unknown
Neptunova kašna,50.7692101,15.0579401,monument,Unknown,Unknown
orloj,49.8337655,18.2923797,Unknown,attraction,Unknown
Obermühle,51.5266466,14.7259336,Unknown,attraction,Unknown
Lichtenhainer Wasserfall,50.9294338,14.2427024,Unknown,attraction,Unknown
Poníci a oslíci,49.8434313,18.3209134,Unknown,attraction,Unknown
Jeřábi,49.8437665,18.3208835,Unknown,attraction,Unknown
Ptáci Tibetu a Číny,49.843514,18.3214742,Unknown,attraction,Unknown
