name,latitude,longitude,historic,tourism,amenity
Kaponiera Kolejowa,52.4078364,16.9127624,yes,attraction,Unknown
Czołg-pomnik,51.96592,20.1482157,monument,Unknown,Unknown
Mandryl barwnolicy,54.4142733,18.5310411,Unknown,attraction,Unknown
Patas,54.4138589,18.532419,Unknown,attraction,Unknown
Wilk europejski,54.4160832,18.5295425,Unknown,attraction,Unknown
Pekariowiec obrożny,54.4156396,18.5307957,Unknown,attraction,Unknown
Puchacz zwyczajny,54.4162468,18.5340881,Unknown,attraction,Unknown
Orzeł stepowy,54.4162432,18.5339183,Unknown,attraction,Unknown
Thors Hammer I.,51.0621591,14.390054,Unknown,attraction,Unknown
Głaz Płomień,53.8623398,15.197954,Unknown,attraction,Unknown
Gorzów Wielkopolski-Dziwnów,54.0245493,14.7483381,memorial,attraction,Unknown
Sosnowiec-Dziwnów,54.0245093,14.7483366,memorial,attraction,Unknown
Koziołki poznańskie,52.4085235,16.934244,Unknown,attraction,clock
Drewniany mostek.,50.847844,21.1122547,Unknown,attraction,Unknown
Mostek Drewniany,50.827405,21.0800304,Unknown,attraction,Unknown
Pomnik Bojowników o Wolność Ziemi Szubińskiej,53.0079218,17.7347236,monument,Unknown,Unknown
Pomnik Jana Pawła II,53.0082868,17.7349853,monument,Unknown,Unknown
Pomnik św. Andrzeja Boboli,53.0085204,17.7352255,monument,Unknown,Unknown
Samolot,51.7521214,20.9058733,monument,Unknown,Unknown
ж/д мост через р. Красную,54.416354,22.3972095,Unknown,attraction,Unknown
Czas bydgoski,53.1223026,18.0000035,monument,Unknown,Unknown
Skalný bochník,49.0873089,19.6989918,Unknown,attraction,Unknown
Salaš Beniky,49.1429389,19.5861327,Unknown,attraction,Unknown
Dřevěné potrubí elektrárenského přivaděče,49.836209,15.6689821,Unknown,attraction,Unknown
Rotor Francisovy turbíny,49.8361921,15.668948,Unknown,attraction,Unknown
Dřevěné potrubí elektrárenského přivaděče,49.8427012,15.6469523,Unknown,attraction,Unknown
Letecke muzeum Libořezy,49.0258051,14.9334307,Unknown,attraction,Unknown
ПВО,54.6498511,21.0793385,Unknown,attraction,Unknown
Bunkier,54.611921,18.8238086,Unknown,attraction,Unknown
Bunkier,54.613131,18.8231274,Unknown,attraction,Unknown
Umocnione wzgórze,54.6136332,18.8231784,Unknown,attraction,Unknown
Ławeczka Trkacza,50.9856032,15.3412121,Unknown,attraction,bench
Koparka SchRs-315,52.3757863,18.1840619,Unknown,attraction,Unknown
Pomnik Józefa Piłsudskiego,51.5951602,18.7342604,monument,Unknown,Unknown
Magical Lake Expedition,50.2741247,18.9921547,Unknown,attraction,Unknown
"Аллея памяти, посвящённая пограничникам, погибшим при защите ГГ",54.7104685,20.4888866,Unknown,attraction,Unknown
Český Hobitín,50.2991368,16.2988487,Unknown,attraction,Unknown
Drewniana kładka piesza,54.3836571,19.8230715,Unknown,attraction,Unknown
Figura pielgrzyma,50.0462258,18.6932735,Unknown,attraction,Unknown
Pomnik Rodzina Bogiem Silna,50.0467134,18.6938537,Unknown,attraction,Unknown
Pomnik ofiar hitlerowskich,52.4863579,19.6420169,monument,Unknown,Unknown
Farnost,49.1913245,16.594906,Unknown,attraction,Unknown
Budynek d. Szkoły Handlowej i Seminarium Nauczycielskiego,51.3984245,21.1612905,Unknown,attraction,Unknown
Лепшыя балельшчыкі Дынама Брэст,52.0896323,23.6844892,Unknown,attraction,Unknown
Kolorowe podwórko,51.1226286,17.0427944,Unknown,attraction,Unknown
Spichlerz Deo Gloria,54.3490958,18.6577562,granary,attraction,Unknown
Nóż,50.0616406,19.9375315,Unknown,attraction,Unknown
Dutá ulička,50.8060508,14.7028022,Unknown,attraction,Unknown
Kolejka Wąskotorowa Zaręba,51.0672457,15.2179484,Unknown,attraction,Unknown
Wapienniki Sulejów,51.3321783,19.8899713,Unknown,attraction,Unknown
Santa Maria,52.2751767,16.8671193,Unknown,attraction,Unknown
Lesnická stezka,49.8151192,15.7905395,Unknown,attraction,Unknown
Zbiornik retencyjny Borowa Góra,50.1427195,23.2091259,Unknown,attraction,Unknown
Pušynas pasodintas Lietuvos kariuomenei pagerbti,54.8633902,23.9323331,monument,Unknown,Unknown
Lokomotywa 409Da-817,50.8847701,20.6265713,monument,Unknown,Unknown
Dinozaury,49.6858298,21.7599579,Unknown,attraction,Unknown
Zalew Kotyzka-Płuczka,51.0941495,21.1762298,Unknown,attraction,Unknown
Axe Nation,53.4340684,14.5309614,Unknown,attraction,events_venue
Px48-1911,51.8131442,19.8808998,locomotive,attraction,Unknown
Ls60-036,51.8137948,19.881812,railway_car,attraction,Unknown
Pług 802S-03,51.813286,19.8817211,Unknown,attraction,Unknown
Lxd2-309,51.8129368,19.8817871,Unknown,attraction,Unknown
Lyd1-205,51.8129127,19.8814633,railway_car,attraction,Unknown
MBxd1-203 (Mx-203),51.8136366,19.881689,railway_car,attraction,Unknown
Jezioro Białokosz,52.5722163,16.2337963,Unknown,attraction,Unknown
Pręgierz,50.8714502,20.6317353,Unknown,attraction,Unknown
Pomnik Józefa Piłsudskiego,50.0394487,22.0085916,monument,Unknown,Unknown
Malé okno,49.0237534,19.589944,Unknown,attraction,Unknown
Mechanické závory,50.4169005,16.1692956,technical_monument,attraction,Unknown
Náchodská zvonkohra,50.4178645,16.1643049,Unknown,attraction,Unknown
Aleja zasłużonych w Rudzie Śląskiej,50.2732604,18.8600855,Unknown,attraction,Unknown
Mazurski Dąb Bartny,53.6862944,21.4178279,Unknown,attraction,Unknown
Miejsce dawnego ratusza,49.6937662,21.7652698,Unknown,attraction,Unknown
"Граффити ""Кот с совой""",54.9621723,20.4808818,Unknown,attraction,Unknown
Шахматы,54.9611268,20.4793152,Unknown,attraction,Unknown
Бювет королевы Луизы,54.9621167,20.475574,Unknown,attraction,Unknown
Dom Nesthäkchen,50.7763571,15.7436879,Unknown,attraction,Unknown
Kostelíček,50.4535469,14.5616081,Unknown,attraction,Unknown
Дом королевы Луизы,54.9567583,20.4780654,Unknown,attraction,Unknown
Kąpielisko Sadków,51.0605584,16.833372,Unknown,attraction,Unknown
Ryś,52.2159521,20.2395556,locomotive,attraction,Unknown
Łowisko Rajsko,50.0079553,19.2004006,Unknown,attraction,Unknown
Ботанічна пам'ятка природи «Сосна і дуб - 2»,51.454495,23.9288449,Unknown,attraction,Unknown
Большая монета,54.5963239,22.2056181,monument,Unknown,Unknown
башня,54.5950617,22.2089972,monument,Unknown,Unknown
бюст,54.5965644,22.202482,monument,Unknown,Unknown
Мемориальная доска Рампелькампфо,54.5963538,22.2059244,monument,Unknown,Unknown
Miejsce pochówku radzieckich jeńców,50.3231342,18.5607359,monument,Unknown,Unknown
Zbrojownia rycerska,50.6792582,21.7486039,Unknown,attraction,Unknown
Kamienica Oleśnickich,50.6797491,21.7488469,Unknown,attraction,Unknown
Дот,51.4185361,23.7067044,ruins,attraction,Unknown
Дот,51.4128937,23.7091425,ruins,attraction,Unknown
Дот,51.4129322,23.709518,ruins,attraction,Unknown
Дот,51.4125725,23.7066105,ruins,attraction,Unknown
Grób ks. Józefa Tischnera,49.471389,20.1291058,monument,Unknown,Unknown
Kielich,50.2937169,16.656126,monument,Unknown,Unknown
Zabytkowa studnia,49.6937873,21.7654991,water_well,attraction,Unknown
Pomnik Biedaszybu,50.2029832,19.2709052,Unknown,attraction,Unknown
1941-1945,54.876388,21.6505325,monument,Unknown,Unknown
Dęby Sobieskiego i zabytkowy cmentarz,50.1306471,23.3033844,Unknown,attraction,Unknown
Płukanie złota,50.4400486,16.8746351,Unknown,attraction,Unknown
Miejsce Pamięci Narodowej WWII,53.5719382,17.8785086,monument,Unknown,Unknown
Grotte,51.4129715,14.5166449,Unknown,attraction,shelter
Grotte,51.4096875,14.5221689,Unknown,attraction,shelter
Grotte,51.409874,14.5221689,Unknown,attraction,shelter
Tatrapolis - World of Fantasy,49.1065791,19.5726337,Unknown,attraction,Unknown
Dom Gąski,51.4035429,21.1422195,Unknown,attraction,Unknown
Pomnik Św. Siostry Faustyny,50.8784145,20.6042982,monument,Unknown,Unknown
Pomnik Św. Jana Pawła II,50.8783782,20.6037741,monument,Unknown,Unknown
Opuszczone Miasteczko Westernowe,52.8435724,15.9007553,Unknown,attraction,Unknown
Budynki dawnej Huty Paprockiej,50.0917393,18.9935111,Unknown,attraction,Unknown
Zalew Młyny,51.0507773,18.6126091,Unknown,attraction,Unknown
Ogród Ginących Roślin Świata,51.8239925,19.9011015,Unknown,attraction,Unknown
Arboretum,52.1091882,21.0959046,Unknown,attraction,Unknown
Piwnica lodowa,50.8759558,15.8102309,building,attraction,Unknown
Baszta,51.4020997,21.1419719,Unknown,attraction,Unknown
Biblioteka hrabiny,50.8260502,15.8155172,yes,attraction,library
W tym miejscu znajdowała się stacja Bialskiej Kolei Dojazdowej,52.1877693,23.1981431,Unknown,attraction,Unknown
Dwupoziomowe skrzyżowanie wód,51.2959727,23.0047358,Unknown,attraction,Unknown
Malborska Młynówka (Kanał Juranda) - akwedukt,53.9496119,19.1093862,Unknown,attraction,Unknown
Akwedukcik,53.7583749,20.629987,Unknown,attraction,Unknown
Akwedukt,53.7026204,17.9693835,Unknown,attraction,Unknown
Akwedukt,53.8870337,18.1365136,Unknown,attraction,Unknown
Babyjagowo,50.8659476,21.0248338,Unknown,attraction,Unknown
Astronomische Uhr,51.0955266,14.6663649,Unknown,attraction,clock
Podziemna Trasa Turystyczna,50.4392126,16.6534267,Unknown,attraction,Unknown
Pomnik Wolności,50.3503132,22.3446409,monument,Unknown,Unknown
Obří Výhledna,50.2441111,17.1896237,Unknown,attraction,Unknown
Elektrický býk,49.4742196,16.1656836,Unknown,attraction,Unknown
Zrcadlový labyrint,49.4747245,16.1651781,Unknown,attraction,Unknown
Jízda na koních,49.474347,16.1651129,Unknown,attraction,Unknown
Výběh s domácími zvířaty,49.4740217,16.1653048,Unknown,attraction,Unknown
Diamantový důl,49.4765856,16.1641302,Unknown,attraction,Unknown
Zoopark,49.4747355,16.1648284,Unknown,attraction,Unknown
Amfiteátr,49.4752795,16.1650356,Unknown,attraction,Unknown
Mega trampolína,49.4761978,16.1679804,Unknown,attraction,Unknown
Zahradní železnice Běleč,50.1992536,15.946143,Unknown,attraction,Unknown
Ojciec Cysters,50.7332391,16.0662479,monument,Unknown,Unknown
Skalní reliéf skautské lilie,50.4757324,14.6036072,Unknown,attraction,Unknown
Jan Paweł II,54.7971005,18.3962802,monument,Unknown,Unknown
Kamień Graniczny,54.2674235,22.8228593,Unknown,attraction,Unknown
dawna warzelnia,51.2435634,22.5675404,Unknown,attraction,Unknown
Cicha 23,52.3415549,21.1304818,Unknown,attraction,Unknown
Tadeusz Kościuszko,52.2424593,16.8500231,monument,Unknown,Unknown
Ruiny kościoła św. Mikołaja,54.7639979,17.5358714,ruins,attraction,Unknown
Lesní posilovna,49.7468808,16.4574851,Unknown,attraction,Unknown
Wotum wdzięcznosci ks. Jerzy Konieczny,51.9282952,15.5157278,monument,Unknown,Unknown
Grota Matki Boskiej,49.8493472,20.8104856,Unknown,attraction,Unknown
"Minigolf Anlage Koserow, 36 Loch!",54.0499901,14.0004217,Unknown,attraction,Unknown
Pomnik Armii Krajowej,51.4010718,21.1585659,monument,Unknown,Unknown
Platan Klonollistny,50.5960012,21.0993188,monument,Unknown,Unknown
Figura św. Jana Nepomucena,49.9636658,20.714834,monument,Unknown,Unknown
Pomnik Bohaterów Września 1939,50.4647256,20.7545676,monument,Unknown,Unknown
Гаргуйлі,49.8494313,23.9812674,Unknown,attraction,Unknown
Mikołaj Kopernik,53.1283863,18.0130878,monument,Unknown,Unknown
Balista,50.444294,16.8782031,Unknown,attraction,Unknown
Cihláři,49.5795451,17.2652787,Unknown,attraction,Unknown
"Башенное орудие с бронекатера ""БК-508""",54.6412066,19.8899696,monument,Unknown,Unknown
Матрос,54.6396865,19.8951267,monument,Unknown,Unknown
Красноармеец,54.6398511,19.895234,monument,Unknown,Unknown
Героическим морякам бригады кораблей охраны водного района,54.6403039,19.8921624,monument,Unknown,Unknown
Торпедный катер,54.6404107,19.8925645,monument,Unknown,Unknown
Kryt civilního obyvatelstva Parukářka,50.0845087,14.4591701,Unknown,attraction,Unknown
Daukšaičių ąžuolas,54.5333812,23.0520576,Unknown,attraction,Unknown
Sova,50.0347134,14.5181333,monument,Unknown,Unknown
Wieża widokowa w Pogrzebieniu,50.058957,18.2946176,Unknown,attraction,Unknown
Rozhledna Dimník,50.9410351,14.5251142,monument,Unknown,Unknown
"Sztolnie Kowary-Kopalnia ""Liczyrzepa""",50.7590201,15.8475897,mine,attraction,Unknown
Kamień graniczny,53.6206132,16.1067516,boundary_stone,attraction,Unknown
Hůrka,50.0538588,14.3367171,Unknown,attraction,Unknown
Spořilov,50.0467184,14.4864902,Unknown,attraction,Unknown
"Filmkulisse ""Ernst Thälmann – Sohn seiner Klasse""",51.1549016,14.9936223,Unknown,attraction,Unknown
Głaz pamiątkowy Ottonowi Gerickemu,54.4407375,18.5422255,monument,Unknown,Unknown
No name,54.6974817,22.1904345,Unknown,attraction,Unknown
Rodina - Fontána,50.0376395,14.5149788,monument,Unknown,Unknown
Sedící Dívka,50.0333446,14.5192651,monument,Unknown,Unknown
Monster Truck,52.0096857,15.1554332,Unknown,attraction,Unknown
Drezyna ręczna wahadłowa,51.9334829,15.4979094,Unknown,attraction,Unknown
Polabská geostezka,50.1899337,14.6640735,Unknown,attraction,Unknown
Pomnik Polsko-Radzieckiego Braterstwa Broni,51.211083,16.1890699,monument,Unknown,Unknown
Głaz - Cześć i chwała,51.2110889,16.1888032,monument,Unknown,Unknown
Głaz upamiętniający wkroczenie do Legnicy oddziałów armii czerwonej,51.2110885,16.1888738,monument,Unknown,Unknown
Płaskorzeźby z cokołu Pomnika Polsko-Radzieckiego Braterstwa Broni,51.2110892,16.1889847,monument,Unknown,Unknown
PZL TS-11 Iskra,52.1886438,23.0293609,aircraft,attraction,Unknown
Пам'яний знак,49.5043834,23.3988712,monument,Unknown,Unknown
Ładowarka USB,50.7724515,15.7721419,Unknown,attraction,Unknown
Relikty dworu Podoskich  w Rusinowie,53.0917027,19.3838021,Unknown,attraction,Unknown
Spichlerz podworski,53.0891079,19.3887492,Unknown,attraction,Unknown
Składnie twarzy,51.7962222,15.7215268,Unknown,attraction,Unknown
Wirujacy krater,51.796176,15.7215357,Unknown,attraction,Unknown
spirala,51.7961568,15.7215458,Unknown,attraction,Unknown
Tarcza Newtona,51.7961343,15.7215463,Unknown,attraction,Unknown
Lustro walcowe o zmiennej krzywiźnie,51.7961094,15.7215473,Unknown,attraction,Unknown
Kalejdoskop,51.7960904,15.7215722,Unknown,attraction,Unknown
Pryzmat glicerynowy,51.7960753,15.7215916,Unknown,attraction,Unknown
Siatka dyfrakcyjna,51.796066,15.7216183,Unknown,attraction,Unknown
Dwa polaryzatory,51.7960615,15.7216501,Unknown,attraction,Unknown
Peryskop,51.7960562,15.7216879,Unknown,attraction,Unknown
Kalejdoskop gigant,51.7961056,15.7216994,Unknown,attraction,Unknown
Stopnie szarości,51.7961047,15.7217962,Unknown,attraction,Unknown
Dysk Benhama,51.7961183,15.721767,Unknown,attraction,Unknown
Wirujaca gwiazda,51.7961338,15.7217432,Unknown,attraction,Unknown
Dwa zwierciadła,51.7961445,15.7216801,Unknown,attraction,Unknown
Ścianka zapachowa,51.7966135,15.7217156,Unknown,attraction,Unknown
Waga hydrauliczna,51.7967865,15.7216459,Unknown,attraction,Unknown
Woda w obracanym cylindrze,51.7968462,15.7216358,Unknown,attraction,Unknown
Woda w wirujacej kuli,51.7968716,15.7216321,Unknown,attraction,Unknown
Nurek Kartezjusza,51.7968957,15.7216209,Unknown,attraction,Unknown
Pompa czerpakowa,51.7968724,15.7216932,Unknown,attraction,Unknown
Wir wodny,51.7969144,15.7215971,Unknown,attraction,Unknown
Echo komora,51.7980165,15.7219404,Unknown,attraction,Unknown
Fletnia pana,51.7979703,15.7217669,Unknown,attraction,Unknown
Trójkąty,51.7979232,15.7218981,Unknown,attraction,Unknown
Rakieta gongów,51.7979409,15.7219602,Unknown,attraction,Unknown
Platforma grająca,51.7979515,15.7221305,Unknown,attraction,Unknown
Ogniskowanie dźwięku,51.7980615,15.7221125,Unknown,attraction,Unknown
Ogniskowanie dźwięku,51.7980378,15.7222092,Unknown,attraction,Unknown
Ksylofon,51.7979704,15.7223216,Unknown,attraction,Unknown
Gong wietrzny płaski,51.7978914,15.7223033,Unknown,attraction,Unknown
Gong tam tam,51.7978726,15.7222172,Unknown,attraction,Unknown
Wielobloczek,51.7977513,15.7232347,Unknown,attraction,Unknown
"Mała platforma obrotowa ""piruet""",51.7977871,15.7231663,Unknown,attraction,Unknown
Równoważnia walcowa,51.7978559,15.7230583,Unknown,attraction,Unknown
Pchanie i ciągnięcie skrzyni,51.7978531,15.7232264,Unknown,attraction,Unknown
Dwie sprzężone huśtawki,51.7978881,15.7234208,Unknown,attraction,Unknown
Szalone pilki,51.7980799,15.7233276,Unknown,attraction,Unknown
Rezonans klatki,51.7981174,15.7232935,Unknown,attraction,Unknown
Kamienne cymbały,51.7978817,15.7220694,Unknown,attraction,Unknown
Silberloch,50.6974092,16.4647314,mine,attraction,Unknown
Poniemiecki kierunkowskaz,52.9390883,14.2944071,Unknown,attraction,Unknown
Nejstarší panelový dům v Praze,50.1444204,14.4838556,Unknown,attraction,Unknown
pamiątka,49.8064691,22.9335363,monument,Unknown,Unknown
Pomnik Niepodległości,49.8068148,22.9320193,monument,Unknown,Unknown
Grób Karkonosza,50.832996,15.5529568,memorial,attraction,Unknown
Miejsce po usuniętej tamie,50.850089,15.4307098,Unknown,attraction,Unknown
Latarnia,52.4319978,20.6094067,monument,Unknown,Unknown
JUMPCITY Katowice,50.2248108,18.9894378,Unknown,attraction,Unknown
Zabytkowa pompa,51.8040765,16.3156041,Unknown,attraction,Unknown
Органний зал,49.5167464,23.1963004,Unknown,attraction,Unknown
hroch,50.1184473,14.4080932,Unknown,attraction,Unknown
Psoun,50.1186551,14.4023223,Unknown,attraction,Unknown
monument,50.4205804,14.4744686,monument,Unknown,Unknown
Sonnenorgel,51.1583407,14.9919136,yes,attraction,Unknown
Schron z okresu zimnej wojny,49.7906003,22.7733514,Unknown,attraction,Unknown
obětem druhé světové války,49.2179234,17.7473332,monument,Unknown,Unknown
Najświętsze Serce Jezusa,52.3386497,20.8941873,monument,Unknown,Unknown
Zagroda z Huty Przedborskiej,50.2211197,21.7527634,farm,attraction,Unknown
Zagroda z Żołyni Dolnej,50.2224446,21.7537209,farm,attraction,Unknown
"Zagroda ""Józefińska"" z Bożej Woli",50.2226711,21.7540736,farm,attraction,Unknown
Zagroda z Wrzaw,50.2230821,21.7541085,farm,attraction,Unknown
Zagroda z Jeziórka,50.2233755,21.7545471,farm,attraction,Unknown
Figura Matki Bożej z Lourdes wbita w lipę,53.6128791,23.30471,Unknown,attraction,Unknown
Pratuři,49.1033853,17.4105892,Unknown,attraction,Unknown
Taliańskie schody,49.7094474,18.7661622,Unknown,attraction,Unknown
Tu zaczęła się Warszawa,52.2962288,21.0523163,monument,Unknown,Unknown
Pomnik poległych podczas I wojny światowej,50.8135667,16.6397296,monument,Unknown,Unknown
Zagroda z Markowej (Kielarów),50.2212673,21.7581063,farm,attraction,Unknown
Zagroda z Markowej (Szylarów),50.2212227,21.7574626,farm,attraction,Unknown
Zagroda z Brzózy Stadnickiej,50.2203932,21.757169,farm,attraction,Unknown
Zagroda z Woli Zarczyckiej,50.2221666,21.7537934,farm,attraction,Unknown
Tor Saneczkowy,49.7733806,22.7653384,Unknown,attraction,Unknown
Kolejka krzesełkowa,49.7780952,22.7548254,Unknown,attraction,Unknown
Spływy Kajakowe Doliną Sanu,49.7677546,22.7537293,Unknown,attraction,Unknown
Wąwozy lessowe,50.8996618,23.5861395,Unknown,attraction,Unknown
Сядзібны дом 1895г.,52.2349207,23.4922817,Unknown,attraction,Unknown
Карэтны 19 ст.,52.2373024,23.4905383,Unknown,attraction,Unknown
Гаспадарская пабудова 19 ст.,52.2350442,23.4932758,Unknown,attraction,Unknown
Cisza Syjonu z 1905 roku,50.3620821,18.851714,Unknown,attraction,Unknown
"""Elim"" z 1916 roku",50.3614165,18.8509871,Unknown,attraction,Unknown
"Stara ""Ostoja Pokoju"" z 1890 roku",50.3619589,18.8508772,Unknown,attraction,Unknown
Stara Plebania z 1894 roku,50.3619024,18.8523658,Unknown,attraction,Unknown
"Budynki ""Szybu Zachodniego""",50.3517389,18.8168091,Unknown,attraction,Unknown
Dawny ratusz Karf,50.3543469,18.8732288,Unknown,attraction,Unknown
Zabytkowe Osiedle Huty Bobrek,50.3406533,18.8725658,Unknown,attraction,Unknown
Siłownia Huty Bobrek,50.3424429,18.8718944,Unknown,attraction,Unknown
Najstarsza kamienica bytomska z 1793 roku,50.3477489,18.9212604,Unknown,attraction,Unknown
Zabytkowy tramwaj 38,50.3584174,18.9221258,tram,attraction,Unknown
Tunel zlikwidowanej kolei piaskowej,50.3269578,18.8678619,Unknown,attraction,Unknown
Podmurówka spalonego drewnianego koscioła św. Wawrzyńca,50.3509895,18.9021379,Unknown,attraction,Unknown
Elektrociepłownia Szombierki,50.3453158,18.8862326,Unknown,attraction,Unknown
Zabytkowa Kolonia Zgorzelec,50.3248939,18.8994874,Unknown,attraction,Unknown
Ruiny wieży cisnień Huty Zygmunt,50.3258936,18.9176717,Unknown,attraction,Unknown
Ratusz szombierski z 1913 roku,50.338066,18.89176,Unknown,attraction,Unknown
Zabytkowa zabudowa jednej z pierwszych w Europie oczyszczalni z oczyszczaniem biologicznym,50.3411107,18.9168777,Unknown,attraction,Unknown
Remiza strażacka z 1911 roku,50.3252266,18.9318339,Unknown,attraction,Unknown
Mlyn,49.1324158,19.2655295,Unknown,attraction,Unknown
Młyn turbinowy,50.339789,18.9569425,Unknown,attraction,Unknown
Relikty strzelnicy,50.3884378,18.8622928,Unknown,attraction,Unknown
Łaki pełnikowe,53.9593032,16.5660601,Unknown,attraction,Unknown
Łąki pełnikowe,53.9602159,16.5681627,Unknown,attraction,Unknown
Pozostałość po wałach obronnych Lublina,51.2481779,22.5511963,ruins,attraction,Unknown
Chalúpky u babky,49.047741,19.3550194,Unknown,attraction,Unknown
Most z 1861 r.,51.1098447,15.29946,Unknown,attraction,Unknown
Przylądek Rozewie,54.8328177,18.336346,Unknown,attraction,Unknown
Vartelių liepa,54.3904115,22.9802924,Unknown,attraction,Unknown
Dabrovolės daugiakamienė liepa,54.4791185,22.7840946,Unknown,attraction,Unknown
Pałac w Okalewie,53.0562646,19.611029,Unknown,attraction,Unknown
Ławka Stefan Żeromski,51.3777113,20.2852302,monument,Unknown,Unknown
PZL TS-8 Bies,52.3843417,16.883664,aircraft,attraction,Unknown
Pomnik Ułana i Huzara,49.7823913,22.7677693,memorial,attraction,Unknown
Pomnik Chrystusa Króla,49.7616537,21.4834404,monument,Unknown,Unknown
Mostek Zakochanych,51.4078741,21.1407155,Unknown,attraction,Unknown
Gwarkowa Perć,50.2776664,17.4483665,Unknown,attraction,Unknown
Traktorbahn,54.044886,14.0012699,Unknown,attraction,Unknown
Armaty,52.7035897,21.0944367,Unknown,attraction,Unknown
Kamienica Hoppenów,51.4031078,21.1417165,Unknown,attraction,Unknown
Dzwony rurowe,51.7980447,15.7218169,Unknown,attraction,Unknown
Błękitna Brama,51.6421498,15.1424937,Unknown,attraction,Unknown
Hradecká sýpka,50.2193287,15.8098971,Unknown,attraction,Unknown
Pomnik Policjantów II RP,51.4137231,21.1629014,monument,Unknown,Unknown
Wzgórze Świętego Brunona,53.4401568,21.8588625,Unknown,attraction,Unknown
Trako miško gamtos pažinimo takas,54.2317845,23.7541741,Unknown,attraction,Unknown
Schody Donikąd,52.7339064,15.2409735,Unknown,attraction,Unknown
Broukoviště,49.6353603,17.3367177,Unknown,attraction,Unknown
Bývalá záložní nemocnice (před r.1989),50.0736918,15.9855177,Unknown,attraction,Unknown
Zamek w Zaborze,51.9482881,15.7173207,castle,attraction,Unknown
Pantera śnieżna,51.1059208,17.0741537,Unknown,attraction,Unknown
Zespół Dworski w Brześccach,52.028325,21.1937291,manor,attraction,Unknown
Waga,52.4069955,16.928383,Unknown,attraction,Unknown
Götzenstein Rennersdorf,51.0548351,14.0646213,Unknown,attraction,Unknown
Zvonkohra,49.1945076,16.5988328,Unknown,attraction,Unknown
Powstańców Wielkopolskich,52.5405562,17.5871453,monument,Unknown,Unknown
Vrcholek batarda,50.2056137,15.8348773,Unknown,attraction,Unknown
Vrcholek batarda,50.2117269,15.8282772,Unknown,attraction,Unknown
Pevnostní koridor,50.2056158,15.8285016,Unknown,attraction,Unknown
pevnostní patníky,50.2048946,15.8356673,Unknown,attraction,Unknown
Hraniční patníky pevnosti,50.2010975,15.8258564,Unknown,attraction,Unknown
Komár u Ruseku,50.2631594,15.8615495,Unknown,attraction,Unknown
Flisz węglanowy w Huwnikach,49.6514216,22.704552,Unknown,attraction,Unknown
Marszałek Józef Piłsudski,52.0988039,21.272843,monument,Unknown,Unknown
Карєр,49.6485582,23.8840677,Unknown,attraction,Unknown
Dawny most kolejowy nad Borują,54.1619264,17.4827365,Unknown,attraction,Unknown
Hraniční kámen Čechy / Morava,49.5911769,15.9354442,boundary_stone,attraction,Unknown
Malinská skála,49.6610349,16.0713938,Unknown,attraction,Unknown
Figura Chrystusa Frasobliwego,49.9626456,20.7182036,monument,Unknown,Unknown
Hornolidečská lípa,49.1767779,18.0587971,monument,Unknown,Unknown
Hornolidečský dub,49.1770192,18.0627401,monument,Unknown,Unknown
Kachtíkovy lípy,49.3562412,17.8683197,monument,Unknown,Unknown
Lípy v Hrachovci,49.4640434,17.9984346,monument,Unknown,Unknown
Hrachovecký tis,49.4645329,17.999963,monument,Unknown,Unknown
Dub v Jasenici,49.5188774,17.9660067,monument,Unknown,Unknown
Hrušeň u prameniště Břehy,49.3671349,17.9879378,monument,Unknown,Unknown
Tkadlečkova babyka,49.3544564,18.0044257,monument,Unknown,Unknown
Helštýnské lípy,49.4843055,17.9849242,monument,Unknown,Unknown
Dub na Jehličné,49.4955596,18.0075808,monument,Unknown,Unknown
Dub v Kunovicích,49.4403749,17.8187055,monument,Unknown,Unknown
Lačnovská babyka,49.1792821,18.0225564,monument,Unknown,Unknown
Lípy u Janáčů,49.1784296,18.0161664,monument,Unknown,Unknown
Lípa v Lázech,49.4181413,17.8699676,monument,Unknown,Unknown
Lípa v Leskovci,49.2883941,17.9985482,monument,Unknown,Unknown
Park linowy,50.7039845,19.4319723,Unknown,attraction,Unknown
Figura św. Kingi,49.9624514,20.7138226,monument,Unknown,Unknown
Pomnik niepodległości,49.9669925,20.7186864,monument,Unknown,Unknown
Figura Matki Bożej,49.9611804,20.7173994,monument,Unknown,Unknown
Pomnik 100 lecia niepodległości,49.7311051,21.9447072,monument,Unknown,Unknown
Dąb pamięci,49.7291096,21.9454364,monument,Unknown,Unknown
Grób Czarownicy,50.2696929,17.4584107,Unknown,attraction,Unknown
Pomnik Bohaterów Ziemi Jędrzejowskiej,50.6379407,20.3025753,monument,Unknown,Unknown
kurhan,53.3249086,20.3886662,yes,attraction,grave_yard
kurhan,53.3249427,20.3879555,yes,attraction,grave_yard
Старая Башня,54.7304631,21.4605256,Unknown,attraction,Unknown
Barokowa figura św. Jana Nepomucena,49.8926196,18.9693329,monument,Unknown,Unknown
Kamień szlifierski,53.3052067,15.8931264,stone,attraction,Unknown
Czakram,50.0344467,20.217876,Unknown,attraction,Unknown
Brama Wjazdowa / Portal,51.2112628,16.1631764,monument,Unknown,Unknown
Гора Дозор (Стенд),54.4217225,22.5464634,monument,Unknown,Unknown
Brama Szeklerska,49.5624973,20.6378027,city_gate,attraction,Unknown
Świat Kolejek,50.7774965,15.7267153,Unknown,attraction,Unknown
